company_name,siren_number,nic_number,legal_form,ape_code,address,postal_code,city,region,registration_date,deregistration_date,closing_date_2018_1,revenue_2018_1,turnover_2018_1,closing_date_2018_2,revenue_2018_2,turnover_2018_2,closing_date_2018_3,revenue_2018_3,turnover_2018_3,closing_date_2019_1,revenue_2019_1,turnover_2019_1,closing_date_2019_2,revenue_2019_2,turnover_2019_2,closing_date_2019_3,revenue_2019_3,turnover_2019_3,closing_date_2020_1,revenue_2020_1,turnover_2020_1,closing_date_2020_2,revenue_2020_2,turnover_2020_2,closing_date_2020_3,revenue_2020_3,turnover_2020_3,closing_date_2021_1,revenue_2021_1,turnover_2021_1,closing_date_2021_2,revenue_2021_2,turnover_2021_2,closing_date_2021_3,revenue_2021_3,turnover_2021_3,closing_date_2022_1,revenue_2022_1,turnover_2022_1,closing_date_2022_2,revenue_2022_2,turnover_2022_2,closing_date_2022_3,revenue_2022_3,turnover_2022_3,industry_sector,phone_number,website,reviews,schedule,instagram,facebook,twitter,linkedin,youtube,email,scraping_date,siren,dateCreationUniteLegale,dateDernierTraitementUniteLegale,nombrePeriodesUniteLegale,categorieEntreprise
NO LIMIT ROYAN,914728746,19.0,Société par actions simplifiée,0000Z,4 B BOULEVARD DU 5 JANVIER 1945,17200.0,ROYAN,Aquitaine-Limousin-Poitou-Charentes,2022-06-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,914728746.0,2022-06-21,2024-03-22T14:26:06,2.0,
LA 3EME MI TEMPS,918404344,15.0,Société à responsabilité limitée,0000Z,10 RUE DE LA REPUBLIQUE,42220.0,BOURG ARGENTAL,Auvergne-Rhône-Alpes,2022-08-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,918404344.0,2022-08-16,2024-03-22T14:26:06,2.0,
O SYPHAX,921719902,14.0,Société par actions simplifiée à associé unique,0000Z,119 COURS JEAN JAURES,38000.0,GRENOBLE,Auvergne-Rhône-Alpes,2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,921719902.0,2022-11-25,2024-03-22T14:26:06,3.0,
BASTEAM,820863967,15.0,Societe par actions simplifiee,0000Z,10 MAIL PIERRE DESPROGES,93500.0,PANTIN,Ile-de-France,2016-06-10,2019-10-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,820863967.0,2016-06-10,2024-03-22T14:26:06,2.0,
L'ENTRACTE,898217443,16.0,Societe par actions simplifiee,0000Z,53 AVENUE DE LA MEDITERRANEE,34340.0,MARSEILLAN,Languedoc-Roussillon-Midi-Pyrénées,2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,898217443.0,2021-04-14,2024-03-22T14:26:06,2.0,PME
MELISA,844150474,14.0,Societe a responsabilite limitee,0000Z,15 BOULEVARD DE LA REPUBLIQUE,93130.0,NOISY LE SEC,Ile-de-France,2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,844150474.0,2018-11-26,2024-07-03T08:26:00,3.0,PME
PANIER FRAIS CEVENOL,921714291,17.0,Société à responsabilité limitée à associé unique,0000Z,2 LOTISSEMENT LE SEUIL D ALES,30340.0,ROUSSON,Languedoc-Roussillon-Midi-Pyrénées,2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,921714291.0,2022-11-23,2024-07-18T05:18:51,2.0,
BJ TAXI,902631647,10.0,Societe a responsabilite limitee,0000Z,5 RUE DES GLAIEULS,62970.0,COURCELLES LES LENS,Nord-Pas-de-Calais-Picardie,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,902631647.0,2021-08-26,2024-03-22T14:26:06,2.0,PME
LES 2 AMIS,844150045,12.0,Societe a responsabilite limitee,0000Z,15 BOULEVARD MOLINARI,13008.0,MARSEILLE,Provence-Alpes-Côte d'Azur,2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,844150045.0,2018-11-26,2024-03-22T14:26:06,1.0,
UN AIR DE FAMILLE,877517235,17.0,Societe a responsabilite limitee,0000Z,1252 AVENUE DU PARC DES EXPOSITIONS,33260.0,LA TESTE DE BUCH,Aquitaine-Limousin-Poitou-Charentes,2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,877517235.0,2019-09-25,2024-03-22T14:26:06,2.0,PME
CEMA,902480748,18.0,Societe par actions simplifiee,0000Z,3 PLACE DU 18 NOVEMBRE,57420.0,SOLGNE,Alsace-Champagne-Ardenne-Lorraine,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,902480748.0,2021-08-17,2024-03-22T14:26:06,2.0,PME
TUPSEN,953051943,17.0,Société à responsabilité limitée,0000Z,64 RUE SAINT LEU,80000.0,AMIENS,Nord-Pas-de-Calais-Picardie,2023-06-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,953051943.0,2023-06-01,2024-06-26T05:31:00,2.0,
KALIZ,848592291,19.0,Societe a responsabilite limitee a associe unique,0000Z,1 RUE EDOUARD OLLIVRO,22200.0,GUINGAMP,Bretagne,2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,848592291.0,2019-02-15,2024-03-22T14:26:06,3.0,PME
LE CLUB LE HAVRE,844114025,19.0,Societe a responsabilite limitee,0000Z,100 CHEMIN DE LA BUTTE,14600.0,EQUEMAUVILLE,Normandie,2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,844114025.0,2018-11-22,2024-03-22T14:26:06,2.0,PME
SARL FAURE,531495604,13.0,Société à responsabilité limitée,0000Z,3 BOULEVARD D ANTIOCHE,17650.0,ST DENIS D OLERON,Aquitaine-Limousin-Poitou-Charentes,2011-04-07,2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,531495604.0,2011-02-25,2024-03-22T14:26:06,2.0,
EURL DKYB,902470772,10.0,Societe a responsabilite limitee a associe unique,0000Z,63 RUE DE LA PAIX,62100.0,CALAIS,Nord-Pas-de-Calais-Picardie,2021-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,902470772.0,2021-08-11,2024-03-22T14:26:06,2.0,PME
LA BODEGA,749934725,13.0,Societe a responsabilite limitee,0000Z,6 A RUE DE LIEGE,30000.0,NIMES,Languedoc-Roussillon-Midi-Pyrénées,2012-02-29,2018-08-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,749934725.0,2012-02-22,2024-03-22T14:26:06,1.0,
RD BUREAUTIQUE,883208555,10.0,Societe a responsabilite limitee,0000Z,5 AVENUE DES LAURIERS,6610.0,LA GAUDE,Provence-Alpes-Côte d'Azur,2020-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,883208555.0,2020-04-30,2024-03-22T14:26:06,2.0,PME
LES 3 AS,793234279,16.0,Société à responsabilité limitée à associé unique,0000Z,3 RUE DE LA CORDERIE,17310.0,ST PIERRE D OLERON,Aquitaine-Limousin-Poitou-Charentes,2013-05-29,2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,793234279.0,2013-05-27,2024-03-22T14:26:06,2.0,
JSP TRANSPORT,844010314,12.0,Societe a responsabilite limitee,0000Z,153 RUE ANATOLE FRANCE,93130.0,NOISY LE SEC,Ile-de-France,2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,844010314.0,2018-06-21,2024-03-22T14:26:06,2.0,PME
HARAS DE GELOS,848637518,12.0,Societe par actions simplifiee,0000Z,14 ROUTE DU MOULIN,65700.0,SAUVETERRE,Languedoc-Roussillon-Midi-Pyrénées,2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,848637518.0,2019-02-18,2024-03-22T14:26:06,1.0,
FRIENDS AND BEER,882047640,17.0,Societe a responsabilite limitee,0000Z,82 CHEMIN DE CESAR,72230.0,RUAUDIN,Pays-de-la-Loire,2020-03-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,882047640.0,2020-03-02,2024-03-22T14:26:06,2.0,PME
LA JAVA DES PALUCHES,789370194,19.0,Société à responsabilité limitée,0000Z,12 RUE SAINT NICOLAS,17000.0,LA ROCHELLE,Aquitaine-Limousin-Poitou-Charentes,2012-11-16,2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,789370194.0,2012-11-05,2024-03-22T14:26:06,2.0,
AL PEPE ROSSO,921903589,15.0,Société à responsabilité limitée à associé unique,0000Z,4 Rue Cronstadt,6000.0,NICE,Provence-Alpes-Côte d'Azur,2022-12-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,921903589.0,2022-12-05,2024-03-22T14:26:06,2.0,
L.B.C.,524198744,12.0,Société à responsabilité limitée à associé unique,0000Z,22 RUE DE L EGLISE,17137.0,MARSILLY,Aquitaine-Limousin-Poitou-Charentes,2010-09-10,2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,524198744.0,2010-08-06,2024-03-22T14:26:06,2.0,
SAS Ronan SAIZOU,847894706,13.0,Societe par actions simplifiee a associe unique,0000Z,132 AVENUE JEAN JAURES,83130.0,LA GARDE,Provence-Alpes-Côte d'Azur,2019-01-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,847894706.0,2019-01-24,2024-03-22T14:26:06,2.0,
HD PHONE,977688563,13.0,Société par actions simplifiée à associé unique,0000Z,17 RUE DE NOYON,80000.0,AMIENS,Nord-Pas-de-Calais-Picardie,2023-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,977688563.0,2023-07-11,2024-03-22T14:26:06,2.0,
FREDSOCA,812223782,10.0,Societe par actions simplifiee a associe unique,0000Z,11 RUE VICTOR BASCH,92120.0,MONTROUGE,Ile-de-France,2015-06-25,2020-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,812223782.0,2015-06-25,2024-03-22T14:26:06,2.0,
KS BEAUTY,878511468,18.0,Societe a responsabilite limitee a associe unique,0000Z,22 RUE DE PARIS,94220.0,CHARENTON LE PONT,Ile-de-France,2019-10-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,878511468.0,2019-10-29,2024-03-22T14:26:06,2.0,PME
FLEURS ET VINS,843969783,11.0,Societe par actions simplifiee,0000Z,16 RUE EMILE ROUX,16500.0,CONFOLENS,Aquitaine-Limousin-Poitou-Charentes,2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,843969783.0,2018-11-13,2024-03-22T14:26:06,2.0,PME
TRIBORD AMURE,803419464,18.0,Société par actions simplifiée,0000Z,133 AVENUE DE LA GRANDE COTE,17420.0,ST PALAIS SUR MER,Aquitaine-Limousin-Poitou-Charentes,2014-07-10,2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,803419464.0,2014-06-27,2024-03-22T14:26:06,2.0,
EC ENVIRONNEMENT,882968472,10.0,Societe a responsabilite limitee,0000Z,LIEU DIT LE CEDRE,35130.0,MOUTIERS,Bretagne,2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,882968472.0,2020-04-20,2024-03-22T14:26:06,2.0,PME
CENTRAL PIZZA 43,847829496,11.0,Societe a responsabilite limitee a associe unique,0000Z,23 LOTISSEMENT LA VIGNE,43290.0,MONTFAUCON EN VELAY,Auvergne-Rhône-Alpes,2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,847829496.0,2019-01-22,2024-03-22T14:26:06,2.0,PME
MODEA,815204243,19.0,Societe a responsabilite limitee,0000Z,13 RUE DE BOUXWILLER,67000.0,STRASBOURG,Alsace-Champagne-Ardenne-Lorraine,2016-01-04,2018-09-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,815204243.0,2015-12-06,2024-03-22T14:26:06,2.0,
SAS JADE,843961285,15.0,Societe par actions simplifiee,0000Z,RUE DES LOYES,52100.0,ST DIZIER,Alsace-Champagne-Ardenne-Lorraine,2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,843961285.0,2018-11-14,2024-06-27T05:19:50,2.0,PME
ROSADEL,844119099,19.0,Societe a responsabilite limitee,0000Z,425 RUE DE LA CLAIRIERE,1480.0,JASSANS RIOTTIER,Auvergne-Rhône-Alpes,2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,844119099.0,2018-09-11,2024-03-22T14:26:06,3.0,PME
RIA,844109348,12.0,Societe par actions simplifiee,0000Z,PLACE EDOUARD GRANET,83210.0,BELGENTIER,Provence-Alpes-Côte d'Azur,2018-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,844109348.0,2018-11-19,2024-07-13T05:19:32,4.0,PME
LE BONHEUR DANS VOS ASSIETTES,921434411,10.0,Société par actions simplifiée à associé unique,0000Z,15 BOULEVARD ALPHONSE DAUDET,30800.0,ST GILLES,Languedoc-Roussillon-Midi-Pyrénées,2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,921434411.0,2022-10-11,2024-03-22T14:26:06,2.0,
CILAOS,843619321,14.0,Societe par actions simplifiee a associe unique,0000Z,423 RUE ALFRED LUARD,14600.0,HONFLEUR,Normandie,2018-11-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,843619321.0,2018-09-18,2024-03-22T14:26:06,2.0,
SASU ROUGER ARCHITECTURE,877535062,13.0,Societe par actions simplifiee a associe unique,0000Z,1808 ROUTE DE LAGLORIEUSE,40090.0,BOUGUE,Aquitaine-Limousin-Poitou-Charentes,2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,877535062.0,2019-09-25,2024-03-22T14:26:06,3.0,PME
4403,834025546,13.0,Societe a responsabilite limitee a associe unique,0000Z,185 CHEMIN DES SAINTS PERES,13090.0,AIX EN PROVENCE,Provence-Alpes-Côte d'Azur,2017-12-20,,2018-12-31,,,,,,,,,2019-12-31,,,2018-12-31,,,,,,2020-12-31,,,2019-12-31,,,2018-12-31,,,2021-12-31,,,2020-12-31,,,2019-12-31,,,2022-12-31,,,2021-12-31,,,2020-12-31,,,,,,,,,,,,,,,834025546.0,2017-12-01,2024-03-22T14:26:06,3.0,PME
CAPARE,847618238,12.0,Societe par actions simplifiee a associe unique,0000Z,39 COURS DE VERDUN,33470.0,GUJAN MESTRAS,Aquitaine-Limousin-Poitou-Charentes,2019-01-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,847618238.0,2019-01-21,2024-03-22T14:26:06,2.0,PME
LE MOULIN DE LEVALLOIS,882553399,16.0,Societe par actions simplifiee,0000Z,76 RUE BAUDIN,92300.0,LEVALLOIS PERRET,Ile-de-France,2020-04-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,882553399.0,2020-03-13,2024-03-22T14:26:06,2.0,PME
L'EAU A LA BOUCHE,848700498,19.0,Societe a responsabilite limitee,0000Z,1 RUE DU CORPS DE GARDE,34300.0,AGDE,Languedoc-Roussillon-Midi-Pyrénées,2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,848700498.0,2019-02-12,2024-03-24T12:39:35,2.0,PME
MOKKA,810971598,18.0,Societe par actions simplifiee a associe unique,0000Z,17 RUE DU CHATEAU D EAU,42500.0,LE CHAMBON FEUGEROLLES,Auvergne-Rhône-Alpes,2015-04-21,,2018-02-28,,,2017-02-28,,,2016-02-28,,,2019-02-28,,,2018-02-28,,,2017-02-28,,,2020-02-29,,,2019-02-28,,,2018-02-28,,,2021-02-28,,,2020-02-29,,,2019-02-28,,,,,,,,,,,,,,,,,,,,,,,,810971598.0,2015-05-01,2024-03-22T14:26:06,2.0,PME
DEJANTE EAU ET ENVIRONNEMENT PAYS D'OC,811083989,12.0,Societe a responsabilite limitee,0000Z,FRADASSE,19500.0,CHAUFFOUR SUR VELL,Aquitaine-Limousin-Poitou-Charentes,2015-04-28,,2018-07-31,,,2017-07-31,,,2016-07-31,,,2019-07-31,,,2018-07-31,,,2017-07-31,,,2020-07-31,,,2019-07-31,,,2018-07-31,,,2021-07-31,,,2020-07-31,,,2019-07-31,,,2022-07-31,,,2021-07-31,,,2020-07-31,,,,,,,,,,,,,,,811083989.0,2015-04-28,2024-03-22T14:26:06,6.0,PME
LES FROMAGERS MALOUINS,902684307,17.0,Societe a responsabilite limitee,0000Z,46 RUE VILLE PEPIN,35400.0,ST MALO,Bretagne,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,902684307.0,2021-08-31,2024-03-22T14:26:06,2.0,PME
Le Salon de Leah,902682749,12.0,Societe par actions simplifiee a associe unique,0000Z,115 ROUTE DE DIEPPE,76860.0,OUVILLE LA RIVIERE,Normandie,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,902682749.0,2021-08-31,2024-03-22T14:26:06,2.0,PME
La Rose Yousfi Suffren,921749826,19.0,Société par actions simplifiée à associé unique,0000Z,21 RUE D ALGERIE,69001.0,LYON,Auvergne-Rhône-Alpes,2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,921749826.0,2022-11-25,2024-05-08T05:24:03,2.0,
PASCAL GOMEZ,902683531,13.0,Societe a responsabilite limitee a associe unique,0000Z,8 RUE DE LA LUMINAILLE,63320.0,CHADELEUF,Auvergne-Rhône-Alpes,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,902683531.0,2021-08-31,2024-03-22T14:26:06,2.0,PME
T.S.C TAXI 35,820437739,15.0,Societe a responsabilite limitee a associe unique,0000Z,81 MAIL FRANCOIS MITTERRAND,35000.0,RENNES,Bretagne,2016-05-20,,2018-06-30,,,2017-06-30,,,,,,2019-06-30,,,2018-06-30,,,2017-06-30,,,,,,,,,,,,2021-06-30,,,,,,2019-06-30,,,2022-06-30,,,2021-06-30,,,,,,,,,,,,,,,,,,820437739.0,2016-05-20,2024-03-22T14:26:06,2.0,PME
PO Selection Valorisation,902689066,14.0,Societe par actions simplifiee a associe unique,0000Z,115 TRAVERSE MONTCAULT,13013.0,MARSEILLE,Provence-Alpes-Côte d'Azur,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,902689066.0,2021-08-31,2024-03-22T14:26:06,3.0,PME
BLACK MARKET,789525110,19.0,Société à responsabilité limitée à associé unique,0000Z,4 RUE BAUDIN,92300.0,LEVALLOIS PERRET,Ile-de-France,2012-12-31,2023-02-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,789525110.0,2012-10-26,2024-03-22T14:26:06,2.0,
MARINE.L,921638037,17.0,Société à responsabilité limitée,0000Z,10 PLACE DE L ANCIEN FOIRAIL,32000.0,AUCH,Languedoc-Roussillon-Midi-Pyrénées,2022-11-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,921638037.0,2022-11-23,2024-03-22T14:26:06,2.0,
THE BALA PROJECT,848961694,17.0,Societe par actions simplifiee a associe unique,0000Z,8 RUE DES BANCS,71400.0,AUTUN,Bourgogne-Franche-Comté,2019-09-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,848961694.0,2019-02-19,2024-03-22T14:26:06,3.0,PME
SGMC Distribution,902676782,11.0,Societe a responsabilite limitee a associe unique,0000Z,42 RUE JEAN JAURES,10350.0,MARIGNY LE CHATEL,Alsace-Champagne-Ardenne-Lorraine,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,902676782.0,2021-08-31,2024-04-23T05:09:20,2.0,PME
SMWT,902671239,17.0,Societe par actions simplifiee a associe unique,0000Z,32 B BOULEVARD EMILE BASLY,62300.0,LENS,Nord-Pas-de-Calais-Picardie,2021-08-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,902671239.0,2021-08-31,2024-03-22T14:26:06,1.0,PME
LEXA,897957270,19.0,Societe a responsabilite limitee,0000Z,2 RUE DE LA LIBERATION,50750.0,BOURGVALLEES,Normandie,2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,897957270.0,2021-04-01,2024-03-22T14:26:06,2.0,PME
LE BONHEUR ZHANG,849583067,12.0,Societe par actions simplifiee,0000Z,94 BOULEVARD ROBESPIERRE,78300.0,POISSY,Ile-de-France,2019-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,849583067.0,2019-03-29,2024-03-22T14:26:06,2.0,PME
EORUM MAG,919962068,12.0,Société à responsabilité limitée,0000Z,10 RUE DE LA MAIRIE,66490.0,ST JEAN PLA DE CORTS,Languedoc-Roussillon-Midi-Pyrénées,2022-10-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,919962068.0,2022-10-03,2024-03-22T14:26:06,1.0,
HOTEL RESTAURANT TAILLARD,848129839,17.0,Societe par actions simplifiee a associe unique,0000Z,1 ROUTE DE LA CORNICHE,25470.0,GOUMOIS,Bourgogne-Franche-Comté,2019-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,848129839.0,2019-01-23,2024-03-22T14:26:06,2.0,PME
CONTROLES AUTOMOBILES DU SCORFF,898278130,15.0,Societe a responsabilite limitee a associe unique,0000Z,PARC COMMERCIAL DE KERJEAN,56620.0,PONT SCORFF,Bretagne,2021-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,898278130.0,2021-04-14,2024-03-22T14:26:06,1.0,PME
KALM INVEST,789636198,10.0,Société par actions simplifiée à associé unique,0000Z,7 RUE DES PRAIRIES,17220.0,ST CHRISTOPHE,Aquitaine-Limousin-Poitou-Charentes,2012-11-30,2023-02-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,789636198.0,2012-11-28,2024-03-22T14:26:06,3.0,
LE 14,905377859,12.0,Societe en nom collectif,0000Z,172 COURS DE L ARGONNE,33000.0,BORDEAUX,Aquitaine-Limousin-Poitou-Charentes,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,905377859.0,2021-11-22,2024-03-22T14:26:06,2.0,PME
LES FRAICHEURS DU VICTOR,905402558,19.0,Societe par actions simplifiee a associe unique,0000Z,16 BOULEVARD VICTOR HUGO,30000.0,NIMES,Languedoc-Roussillon-Midi-Pyrénées,2021-11-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EN INSTANCE DE CHIFFREMENT,,,,,,,,,,,,905402558.0,2021-11-16,2024-03-22T14:26:06,2.0,PME
