company_name;siren_number;nic_number;legal_form;ape_code;address;postal_code;city;region;registration_date;deregistration_date;closing_date_2018_1;revenue_2018_1;turnover_2018_1;closing_date_2018_2;revenue_2018_2;turnover_2018_2;closing_date_2018_3;revenue_2018_3;turnover_2018_3;closing_date_2019_1;revenue_2019_1;turnover_2019_1;closing_date_2019_2;revenue_2019_2;turnover_2019_2;closing_date_2019_3;revenue_2019_3;turnover_2019_3;closing_date_2020_1;revenue_2020_1;turnover_2020_1;closing_date_2020_2;revenue_2020_2;turnover_2020_2;closing_date_2020_3;revenue_2020_3;turnover_2020_3;closing_date_2021_1;revenue_2021_1;turnover_2021_1;closing_date_2021_2;revenue_2021_2;turnover_2021_2;closing_date_2021_3;revenue_2021_3;turnover_2021_3;closing_date_2022_1;revenue_2022_1;turnover_2022_1;closing_date_2022_2;revenue_2022_2;turnover_2022_2;closing_date_2022_3;revenue_2022_3;turnover_2022_3;industry_sector;phone_number;website;reviews;schedule;instagram;facebook;twitter;linkedin;youtube;email;scraping_date;date_creation;last_processing_date;number_of_employee;company_category
BUZZING LIGHT;512054941.0;46.0;Societe a responsabilite limitee;6202A;67 RUE SERVAN;75011.0;PARIS;Ile-de-France;2009-05-05;;2018-12-31;118559.0;5373.0;2017-12-31;150740.0;2091.0;2016-12-31;154222.0;5562.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2009-04-27;2024-03-22T14:26:06;5.0;PME
HOMELIFE AGE BLEU;512135658.0;31.0;Societe a responsabilite limitee a associe unique;8810A;20 RUE JEAN BLANCHARD;74200.0;THONON LES BAINS;Auvergne-Rhône-Alpes;2009-05-28;;2018-12-31;;;2017-12-31;;;2016-12-31;;;;;;;;;;;;2020-08-31;;;;;;2018-12-31;;;2021-08-31;;;2020-08-31;;;;;;;;;;;;;;;;;;;;;;;;;;;2009-05-02;2024-03-22T14:26:06;4.0;PME
CLC - CHARLES LENIGER CONSEILS;512234022.0;30.0;Societe par actions simplifiee a associe unique;7022Z;78 RUE DU RANELAGH;75016.0;PARIS;Ile-de-France;2012-08-06;;2018-12-31;;;2017-12-31;;;2016-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2009-04-21;2024-03-22T14:26:06;4.0;PME
BBB;513446120.0;26.0;Societe a responsabilite limitee a associe unique;4511Z;31 AVENUE DU ROUSSILLON;63170.0;AUBIERE;Auvergne-Rhône-Alpes;2009-07-06;;2018-12-31;361641.0;-3482.0;2017-12-31;;;2016-12-31;50000.0;38900.0;2019-12-31;;;2018-12-31;361641.0;-3482.0;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;361641.0;-3482.0;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2009-06-30;2024-03-22T14:26:06;4.0;PME
SOCIETE FINANCIERE DE PARTICIPATION ET D'ACCOMPAGNEMENT;513500603.0;24.0;Societe a responsabilite limitee;7120B;17 RUE JEANNE BRACONNIER;92360.0;MEUDON;Ile-de-France;2009-07-06;;2018-12-31;;;2017-12-31;;;2016-12-31;;;;;;;;;;;;2020-12-31;;;;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2009-06-06;2024-03-22T14:26:06;4.0;PME
PHOTOGRAPHIE IMPRESSION INFORMATIQUE 74;513737700.0;15.0;Societe a responsabilite limitee a associe unique;7420Z;482 ROUTE D ANNEMASSE;74380.0;NANGY;Auvergne-Rhône-Alpes;2009-07-21;;2018-06-30;107999.0;-1749.0;2017-06-30;81616.0;-1786.0;2016-06-30;101730.0;3270.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2009-07-15;2024-03-22T14:26:06;1.0;PME
GASCOGNE SANTE SERVICES;514245505.0;11.0;Societe par actions simplifiee;7022Z;LIEU DIT MEZARD;47360.0;PRAYSSAS;Aquitaine-Limousin-Poitou-Charentes;2009-10-12;;2018-12-31;;;2017-12-31;;;2016-12-31;30760.0;23687.0;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2009-08-01;2024-03-22T14:26:06;2.0;PME
BATISUN;514247352.0;16.0;Societe par actions simplifiee;3511Z;;7170.0;LAVILLEDIEU;Auvergne-Rhône-Alpes;2009-08-19;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2009-09-01;2024-03-22T14:26:06;2.0;PME
XL FRAIS;515180842.0;20.0;Societe par actions simplifiee;4721Z;RUE SAINT JUST;45120.0;CHALETTE SUR LOING;Centre-Val de Loire;2012-11-15;;2018-12-31;12213070.0;35652.0;2017-12-31;;;2016-12-31;13366538.0;-411615.0;2019-12-31;11378980.0;249623.0;2018-12-31;12213070.0;35652.0;2017-12-31;;;2020-12-31;11984547.0;-59246.0;2019-12-31;11378980.0;249623.0;2018-12-31;12213070.0;35652.0;2021-12-31;;;2020-12-31;11984547.0;-59246.0;2019-12-31;11378980.0;249623.0;2022-12-31;;;2021-12-31;;;2020-12-31;11984547.0;-59246.0;;;;;;;;;;;;;2009-09-30;2024-03-22T14:26:06;3.0;PME
BON MARCHE;517441689.0;18.0;Societe a responsabilite limitee;4711B;10 PLACE MARC SANGNIER;95500.0;GONESSE;;2009-10-14;;2018-12-31;635843.0;26890.0;2017-12-31;567578.0;5589.0;2016-12-31;523005.0;2320.0;2019-12-31;722812.0;54481.0;2018-12-31;635843.0;26890.0;2017-12-31;567578.0;5589.0;2020-12-31;801288.0;12806.0;2019-12-31;722812.0;54481.0;2018-12-31;635843.0;26890.0;2021-12-31;781962.0;8452.0;2020-12-31;801288.0;12806.0;2019-12-31;722812.0;54481.0;;;;;;;;;;;;;;;;;;;;;;2009-10-18;2024-05-15T05:17:13;1.0;PME
EXPERT VISA;517827895.0;15.0;Societe a responsabilite limitee;7022Z;53 RUE BOISSIERE;75116.0;PARIS;Ile-de-France;2009-11-03;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2009-10-23;2024-03-22T14:26:06;2.0;PME
SARL FOUCH;517832069.0;10.0;Societe a responsabilite limitee;3511Z;14 B ROUTE DU CHAMP DE LA PIERRE;79290.0;ST MARTIN DE SANZAY;Aquitaine-Limousin-Poitou-Charentes;2009-10-30;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2009-10-01;2024-03-22T14:26:06;1.0;PME
NEIGE 74;518080353.0;15.0;Societe a responsabilite limitee;5510Z;241 TAILLE MAS CHAMPS DE LA PLAGNE;74110.0;MORZINE;Auvergne-Rhône-Alpes;2009-11-19;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-08-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2009-11-01;2024-04-02T18:05:40;2.0;PME
FURST-PLAST;518449087.0;15.0;Societe par actions simplifiee;2222Z;6 RUE BARTHELEMY CONTESTIN;30300.0;FOURQUES;Languedoc-Roussillon-Midi-Pyrénées;2009-11-30;;2018-12-31;4881247.0;-305555.0;2017-12-31;5473929.0;234067.0;2016-12-31;4978285.0;440744.0;2019-12-31;4743547.0;109480.0;2018-12-31;4881247.0;-305555.0;2017-12-31;5473929.0;234067.0;2020-12-31;4470716.0;362042.0;2019-12-31;4743547.0;109480.0;2018-12-31;4881247.0;-305555.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2009-11-19;2024-03-22T14:26:06;1.0;PME
CYCAT sarl;518500483.0;12.0;Societe a responsabilite limitee;5610A;;73130.0;ST FRANCOIS LONGCHAMP;Auvergne-Rhône-Alpes;2009-12-02;;2018-09-30;;;2017-09-30;;;2016-09-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2009-12-19;2024-03-22T14:26:06;4.0;PME
AZUR HABITAT;518790407.0;10.0;Societe a responsabilite limitee a associe unique;4339Z;18 RUE JEAN GIRARD MADOUX;73000.0;CHAMBERY;Auvergne-Rhône-Alpes;2009-12-14;;2018-12-31;79266.0;63638.0;2017-12-31;55260.0;83623.0;2016-12-31;100342.0;-37225.0;2019-12-31;68540.0;16951.0;2018-12-31;79266.0;63638.0;2017-12-31;55260.0;83623.0;2020-12-31;98285.0;107042.0;2019-12-31;68540.0;16951.0;2018-12-31;79266.0;63638.0;2021-12-31;196746.0;92599.0;2020-12-31;98285.0;107042.0;2019-12-31;68540.0;16951.0;;;;;;;;;;;;;;;;;;;;;;2009-12-26;2024-03-22T14:26:06;1.0;PME
ALIS CONSEIL;519132476.0;10.0;Societe a responsabilite limitee;7022Z;18 RUE DE LA GLACIERE;75013.0;PARIS;Ile-de-France;2009-12-22;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2009-12-21;2024-03-22T14:26:06;1.0;PME
JMP Axess Auto;519211031.0;25.0;Societe a responsabilite limitee a associe unique;4532Z;1 Ze Recoux D1000 les Rochers;16800.0;SOYAUX;Aquitaine-Limousin-Poitou-Charentes;2010-01-07;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2010-01-15;2024-03-22T14:26:06;2.0;PME
MCM-TP;519380976.0;34.0;Societe par actions simplifiee a associe unique;4312A;1486 LIEU DIT PLAINES DE LION;83170.0;BRIGNOLES;Provence-Alpes-Côte d'Azur;2013-02-01;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010-01-03;2024-03-22T14:26:06;3.0;PME
APM;520127465.0;34.0;Societe a responsabilite limitee a associe unique;4332A;24 ROUTE DE NEUFCHATEL;76440.0;FORGES LES EAUX;Normandie;2010-02-19;;2018-06-30;175408.0;323.0;2017-06-30;121267.0;2265.0;2016-06-30;195940.0;3313.0;2019-06-30;118619.0;-11810.0;2018-06-30;175408.0;323.0;2017-06-30;121267.0;2265.0;2020-06-30;84402.0;4826.0;2019-06-30;118619.0;-11810.0;2018-06-30;175408.0;323.0;2021-06-30;168733.0;24433.0;2020-06-30;84402.0;4826.0;2019-06-30;118619.0;-11810.0;2022-06-30;;;2021-06-30;168733.0;24433.0;2020-06-30;84402.0;4826.0;;;;;;;;;;;;;2010-02-01;2024-03-22T14:26:06;4.0;PME
DTFP TRANSPORTS;520149055.0;37.0;Societe a responsabilite limitee;4334Z;24 AVENUE DES CHENES;77270.0;VILLEPARISIS;Ile-de-France;2020-02-05;;2018-12-31;168866.0;1573.0;;;;;;;2019-12-31;152920.0;-426.0;2018-12-31;168866.0;1573.0;;;;2020-12-31;6029.0;-315.0;2019-12-31;152920.0;-426.0;2018-12-31;168866.0;1573.0;2021-12-31;148078.0;10175.0;2020-12-31;6029.0;-315.0;2019-12-31;152920.0;-426.0;2022-12-31;216556.0;7703.0;2021-12-31;148078.0;10175.0;2020-12-31;6029.0;-315.0;;;;;;;;;;;;;2010-01-29;2024-03-22T14:26:06;5.0;PME
SOLUTIONS MEDICALES;520956350.0;34.0;Societe a responsabilite limitee;7022Z;57 BOULEVARD JEAN JAURES;92100.0;BOULOGNE BILLANCOURT;Ile-de-France;2010-03-19;;2018-06-30;;;2017-06-30;;;2016-06-30;;;2019-06-30;;;2018-06-30;;;2017-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010-03-01;2024-03-22T14:26:06;3.0;
GROUPE ZHAO;521489856.0;26.0;Societe a responsabilite limitee;4642Z;8 RUE DE LA HAIE COQ;93300.0;AUBERVILLIERS;Ile-de-France;2010-04-01;;2018-06-30;5306924.0;102631.0;2017-06-30;4905528.0;111636.0;2016-06-30;4601933.0;74915.0;2019-06-30;;;2018-06-30;5306924.0;102631.0;2017-06-30;4905528.0;111636.0;2020-06-30;3060106.0;59553.0;2019-06-30;;;2018-06-30;5306924.0;102631.0;2021-06-30;3466336.0;63764.0;2020-06-30;3060106.0;59553.0;2019-06-30;;;;;;;;;;;;;;;;;;;;;;;;2010-04-01;2024-03-22T14:26:06;3.0;PME
SOYONS VIN;522665843.0;10.0;Societe par actions simplifiee a associe unique;4619B;4 ALLEE DE LA LAUZE;7130.0;SOYONS;Auvergne-Rhône-Alpes;2010-06-04;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2010-05-07;2024-03-22T14:26:06;2.0;PME
CAPDOM;522703651.0;11.0;Societe a responsabilite limitee;6831Z;6 RUE SAINTE MARGUERITE;6160.0;ANTIBES;Provence-Alpes-Côte d'Azur;2010-05-26;;2018-12-31;;;2017-12-31;345042.0;3630.0;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;345042.0;3630.0;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2010-05-01;2024-03-22T14:26:06;5.0;PME
LUCIAD;523227965.0;28.0;Societe par actions simplifiee a associe unique;6201Z;17 RUE D ANTIN;75002.0;PARIS;Ile-de-France;2010-06-25;;2018-12-31;-47.0;54824.0;2017-12-31;;-183108.0;2016-12-31;;10900.0;2019-12-31;;19675.0;2018-12-31;-47.0;54824.0;2017-12-31;;-183108.0;2020-12-31;;-57523.0;2019-12-31;;19675.0;2018-12-31;-47.0;54824.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010-06-03;2024-03-22T14:26:06;3.0;PME
SARL T.P.R.D.;523248110.0;18.0;Societe a responsabilite limitee;4322A;137 RUE SAINT JACQUES;91150.0;ETAMPES;Ile-de-France;2010-06-23;;2018-06-30;;;2017-06-30;;;2016-06-30;;;2019-06-30;;;2018-06-30;;;2017-06-30;;;2020-06-30;;;2019-06-30;;;2018-06-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010-07-01;2024-03-22T14:26:06;2.0;PME
CIRCLE LINE;524130507.0;22.0;Societe par actions simplifiee;5911B;30 RUE DU COLONEL DELORME;93100.0;MONTREUIL;Ile-de-France;2012-02-02;;2018-12-31;;;2017-12-31;;;;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010-07-26;2024-03-22T14:26:06;4.0;PME
A2J;524455276.0;21.0;Societe a responsabilite limitee;4778C;37 RUE HENRI BARBUSSE;80330.0;CAGNY;Nord-Pas-de-Calais-Picardie;2010-08-24;;2018-09-30;;;2017-09-30;;;2016-09-30;;;2019-09-30;;;2018-09-30;;;2017-09-30;;;2020-09-30;;;2019-09-30;;;2018-09-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010-09-01;2024-03-22T14:26:06;2.0;PME
CLEAN CONCEPT CONTROLES;524505633.0;23.0;Societe a responsabilite limitee a associe unique;7120B;22 RUE PAUL BERT;93170.0;BAGNOLET;Ile-de-France;2015-10-27;;2018-09-30;;;;;;2016-09-30;;;2019-09-30;;;2018-09-30;;;;;;2020-09-30;;;2019-09-30;;;2018-09-30;;;2021-09-30;;;2020-09-30;;;2019-09-30;;;;;;;;;;;;;;;;;;;;;;;;2010-08-25;2024-03-22T14:26:06;2.0;PME
ECO LAVAGE 87 PANAZOL;524953767.0;18.0;Societe par actions simplifiee;4520A;46 AVENUE DU PRESIDENT SADI CARNOT;87350.0;PANAZOL;Aquitaine-Limousin-Poitou-Charentes;2010-09-20;;2018-09-30;;;2017-09-30;;;2016-09-30;94506.0;11865.0;2019-09-30;;;2018-09-30;;;2017-09-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010-08-16;2024-03-22T14:26:06;4.0;
AM PHOTO;525094777.0;22.0;Societe a responsabilite limitee a associe unique;7420Z;230 NOIRBERNES;62250.0;AUDEMBERT;Nord-Pas-de-Calais-Picardie;2010-09-30;;2018-09-30;;;2017-09-30;;;2016-09-30;;;2019-09-30;;;2018-09-30;;;2017-09-30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010-09-06;2024-03-22T14:26:06;2.0;PME
SAS SOLEFI;525252011.0;438.0;Societe par actions simplifiee a associe unique;3511Z;ROUTE DE LA COTE D AZUR;13590.0;MEYREUIL;Provence-Alpes-Côte d'Azur;2018-02-21;;2018-12-31;;;2017-12-31;3293911.0;336603.0;;;;2019-12-31;;;2018-12-31;;;2017-12-31;3293911.0;336603.0;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2010-08-23;2024-03-22T14:26:06;6.0;ETI
ACTIVE GOLD SERVICE;525266136.0;15.0;Societe a responsabilite limitee;4939B;5 RUE SACCO ET VANZETTI;94190.0;VILLENEUVE ST GEORGES;Ile-de-France;2010-10-01;;2018-12-31;7280.0;-3706.0;2017-12-31;9565.0;-4743.0;2016-12-31;11430.0;-5067.0;2019-12-31;5765.0;8341.0;2018-12-31;7280.0;-3706.0;2017-12-31;9565.0;-4743.0;2020-12-31;344.0;2425.0;2019-12-31;5765.0;8341.0;2018-12-31;7280.0;-3706.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2010-09-15;2024-03-22T14:26:06;2.0;PME
LYES FOIREXPOS;530639327.0;28.0;Societe a responsabilite limitee;4332C;158 RUE DIDEROT;93500.0;PANTIN;Ile-de-France;2011-02-25;;2018-12-31;173712.0;975.0;2017-12-31;138121.0;1803.0;2016-12-31;107148.0;5512.0;2019-12-31;216492.0;1183.0;2018-12-31;173712.0;975.0;2017-12-31;138121.0;1803.0;2020-12-31;30312.0;-613.0;2019-12-31;216492.0;1183.0;2018-12-31;173712.0;975.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-02-01;2024-03-22T14:26:06;3.0;PME
FRUITS ET LEGUMES SIDER;531331072.0;29.0;Societe par actions simplifiee a associe unique;4781Z;191 RUE JEAN JAURES;92000.0;NANTERRE;Ile-de-France;2011-03-29;;2018-12-31;;;2017-12-31;;;2016-12-31;299510.0;15165.0;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2011-03-07;2024-03-22T14:26:06;4.0;PME
ESPACS 3S;531388841.0;29.0;Societe a responsabilite limitee a associe unique;7112B;15 AVENUE JOSEPH CHORIER;26330.0;CHATEAUNEUF DE GALAURE;Auvergne-Rhône-Alpes;2011-04-01;;2018-12-31;2644339.0;105479.0;2017-12-31;908165.0;4813.0;2016-12-31;1647173.0;34959.0;2019-12-31;;;2018-12-31;2644339.0;105479.0;2017-12-31;908165.0;4813.0;2020-12-31;;;2019-12-31;;;2018-12-31;2644339.0;105479.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-03-15;2024-03-22T14:26:06;3.0;PME
VIENNOISERIE NACERA;532456811.0;19.0;Societe a responsabilite limitee a associe unique;;123 GRANDE RUE;59100.0;ROUBAIX;Nord-Pas-de-Calais-Picardie;2011-06-29;;2018-06-30;78532.0;-4600.0;2017-06-30;69930.0;-8809.0;2016-06-30;78450.0;-13111.0;2019-06-30;80025.0;1226.0;2018-06-30;78532.0;-4600.0;2017-06-30;69930.0;-8809.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-05-01;2024-03-22T14:26:06;1.0;PME
EURL JB BLONDEAU;532507241.0;18.0;Societe a responsabilite limitee;4399C;LIEU DIT ROANE;82140.0;ST ANTONIN NOBLE VAL;Languedoc-Roussillon-Midi-Pyrénées;2011-05-25;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-06-23;2024-03-22T14:26:06;2.0;PME
IN ALTUM;533084711.0;27.0;Societe a responsabilite limitee;7021Z;4 SQUARE VILLARET DE JOYEUSE;75017.0;PARIS;Ile-de-France;2011-06-21;;2018-06-30;;;2017-06-30;;;;;;2019-06-30;;;2018-06-30;;;2017-06-30;;;2020-06-30;;;2019-06-30;;;2018-06-30;;;2021-06-30;;;2020-06-30;;;2019-06-30;;;;;;;;;;;;;;;;;;;;;;;;2011-06-16;2024-03-22T14:26:06;3.0;PME
ARCADE REPM;533127825.0;32.0;Societe par actions simplifiee;6820B;66 QUAI DU MARECHAL JOFFRE;92400.0;COURBEVOIE;Ile-de-France;2017-05-30;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;2011-06-06;2024-03-22T14:26:06;5.0;PME
INNOVACLEAN;533871505.0;20.0;Societe par actions simplifiee;7219Z;73 AVENUE DU DOUARD;13685.0;AUBAGNE CEDEX;Provence-Alpes-Côte d'Azur;2014-10-23;;2018-12-31;869382.0;83470.0;2017-12-31;434606.0;53228.0;2016-12-31;272826.0;-2224.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-07-11;2024-03-22T14:26:06;5.0;PME
CDB MENUISERIE;534256961.0;10.0;Societe a responsabilite limitee a associe unique;4332A;15 CHEMIN DE GABACHOU;31860.0;LABARTHE SUR LEZE;Languedoc-Roussillon-Midi-Pyrénées;2011-08-26;;2018-12-31;;;2017-12-31;;;2016-12-31;166462.0;14624.0;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2011-01-01;2024-03-22T14:26:06;2.0;PME
VERPAL;534515390.0;19.0;Societe a responsabilite limitee a associe unique;7410Z;2 IMPASSE DU VIEUX MANOIR;27720.0;GUERNY;Normandie;2011-09-08;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-08-01;2024-03-22T14:26:06;3.0;PME
FARDEEN;534710793.0;17.0;Societe a responsabilite limitee;1071B;149 RUE DE LA REPUBLIQUE;93230.0;ROMAINVILLE;Ile-de-France;2011-09-19;;2018-12-31;;;2017-12-31;;;2016-12-31;59145.0;-6781.0;;;;;;;;;;2020-12-31;;;;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-08-01;2024-03-22T14:26:06;2.0;PME
AMANON;535372577.0;28.0;Societe par actions simplifiee a associe unique;5630Z;2 COURS SAINT ETIENNE;13840.0;ROGNES;Provence-Alpes-Côte d'Azur;2011-10-19;;2018-09-30;;;2017-09-30;150300.0;-4020.0;2016-09-30;154910.0;-8840.0;2019-09-30;158577.0;5207.0;2018-09-30;;;2017-09-30;150300.0;-4020.0;2020-09-30;114542.0;4014.0;2019-09-30;158577.0;5207.0;2018-09-30;;;2021-09-30;106767.0;38864.0;2020-09-30;114542.0;4014.0;2019-09-30;158577.0;5207.0;2022-09-30;229280.0;25029.0;2021-09-30;106767.0;38864.0;2020-09-30;114542.0;4014.0;;;;;;;;;;;;;2011-10-17;2024-03-22T14:26:06;5.0;PME
DT.INC;538478421.0;26.0;Societe par actions simplifiee;7021Z;29 RUE SURCOUF;75007.0;PARIS;Ile-de-France;2011-12-13;;2018-12-31;;;2017-12-31;;;2016-12-31;4917.0;-3287.0;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2011-12-06;2024-03-22T14:26:06;3.0;PME
ZAFER;538825944.0;27.0;Societe a responsabilite limitee;6420Z;88 AVENUE DU GENERAL DE GAULLE;93170.0;BAGNOLET;Ile-de-France;2013-01-14;;2018-12-31;;;2017-12-31;;;2016-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-01-01;2024-04-20T05:08:36;3.0;PME
BIACHE IMMO;539427021.0;16.0;Societe a responsabilite limitee a associe unique;6831Z;2 RUE GEORGES CLEMENCEAU;62118.0;BIACHE ST VAAST;Nord-Pas-de-Calais-Picardie;2012-02-06;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;;;2019-12-31;;;2022-12-31;;;2021-12-31;;;2020-12-31;;;;;;;;;;;;;;;2012-01-25;2024-03-22T14:26:06;1.0;PME
PASCAL ROTTA ELAGAGE;539681320.0;13.0;Societe par actions simplifiee a associe unique;8130Z;8 LOTISSEMENT LOU PLAN;83830.0;FIGANIERES;Provence-Alpes-Côte d'Azur;2012-02-03;;2018-12-31;;;2017-12-31;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;2017-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2012-02-15;2024-03-22T14:26:06;1.0;PME
Chapellerie MEDERNACH;548500727.0;35.0;Societe a responsabilite limitee;4771Z;7 LE LOGIS;17160.0;BAGNIZEAU;Aquitaine-Limousin-Poitou-Charentes;2002-02-13;;2018-12-31;;;;;;2016-12-31;;;2019-12-31;;;2018-12-31;;;;;;2020-12-31;;;2019-12-31;;;2018-12-31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1954-01-01;2024-03-22T14:26:06;5.0;PME
Z O P A;672017670.0;23.0;Societe a responsabilite limitee;4399C;93 RUE DE PLAISANCE;92140.0;CLAMART;Ile-de-France;1985-03-15;;2018-12-31;;;2017-12-31;;;2016-12-31;1204615.0;8325.0;2019-12-31;;;2018-12-31;;;2017-12-31;;;2020-12-31;1210876.0;7174.0;2019-12-31;;;2018-12-31;;;2021-12-31;;;2020-12-31;1210876.0;7174.0;2019-12-31;;;;;;;;;;;;;;;;;;;;;;;;1985-01-31;2024-03-22T14:26:06;4.0;PME
